Year,Status,Role,Department,Director,Manager,Supervisor,Lead,Staff,Question,Answer_Numeric,Answer_Text
2023 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Human Services,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,District Court,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Human Resources,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,0,Not Applicable
2023 May,Complete,Staff Member,Parks and Recreation,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Assessor-Treasurer's Office,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Assessor-Treasurer's Office,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,District Court,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Human Services,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Human Services,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Parks and Recreation,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,1,Strongly Disagree
2023 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,District Court,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Family Justice Center,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,2,Disagree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,2,Disagree
2023 May,Partial,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Human Services,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Prosecuting Attorney's Office,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Human Services,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Assessor-Treasurer's Office,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Facilities Management,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,0,Not Applicable
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Human Services,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Human Services,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,2,Disagree
2023 May,Complete,Staff Member,Prosecuting Attorney's Office,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Prosecuting Attorney's Office,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Emergency Management,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,1,Strongly Disagree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Clerk of Superior Court,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Facilities Management,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,1,Strongly Disagree
2023 May,Complete,Staff Member,District Court,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Sheriff's Department,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,District Court,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Economic Development,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,District Court,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Finance and Performance Management,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,District Court,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Human Services,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Planning and Public Works,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,4,Strongly Agree
2023 May,Complete,Staff Member,Juvenile Court,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
2023 May,Complete,Staff Member,Superior Court,False,False,False,False,True,10. My manager(s) or supervisor(s) are committed to doing quality work.,3,Agree
